"trackNb","sliceNb","imgNb","x","y","dateTime","cameraHeading","theta","rho","rotation"
1,9,9,-2.69905017828862,-1.93991748923356,2014-07-28 10:02:54,65.7429940888625,234.293656100362,3.32387601001512,"rotated"
1,10,10,-6.61987669642853,-2.7048815084469,2014-07-28 10:02:59,71.7429940888625,247.775075950876,7.15116434230506,"rotated"
1,11,11,-5.80483308876863,-0.81395660594458,2014-07-28 10:03:04,74.7429940888625,262.017999046752,5.86162200630713,"rotated"
1,12,12,-5.50824736690624,-3.27172606502599,2014-07-28 10:03:09,75.7429940888625,239.291017405209,6.40663566153094,"rotated"
1,13,13,-2.80358983552059,0.819325959764736,2014-07-28 10:03:14,75.7429940888625,286.29056583777,2.92085792091618,"rotated"
1,14,14,-1.1324372597597,0.66857674077466,2014-07-28 10:03:19,71.7429940888625,300.557068923153,1.31506996224419,"rotated"
1,15,15,-4.26158681593796,-1.51241405983874,2014-07-28 10:03:24,76.7429940888625,250.460502000701,4.52200381226887,"rotated"
1,16,16,-2.89332535127335,-2.30416902835147,2014-07-28 10:03:29,73.7429940888625,231.467096240603,3.69871957568227,"rotated"
1,17,17,-1.53962801529267,-2.08931281614772,2014-07-28 10:03:34,80.7429940888625,216.386739803038,2.59531933857727,"rotated"
1,18,18,-3.7453367906516,-2.04360224763375,2014-07-28 10:03:39,81.7429940888625,241.381390813476,4.26659792128836,"rotated"
1,19,19,-3.05299621834248,-2.46727564236781,2014-07-28 10:03:44,82.7429940888625,231.056626401006,3.92533247058577,"rotated"
1,20,20,-3.31565807875425,-3.43336812256557,2014-07-28 10:03:49,83.7429940888625,224.000803257817,4.7730079782311,"rotated"
1,21,21,-2.93487814198561,-4.63614620063426,2014-07-28 10:03:54,83.7429940888625,212.335553806329,5.4870175233874,"rotated"
1,22,22,-4.24173035815105,-4.36576784781809,2014-07-28 10:03:59,81.7429940888625,224.174402060035,6.08705226955564,"rotated"
1,23,23,-2.55192959303385,-4.34525364922132,2014-07-28 10:04:04,83.7429940888625,210.425344844756,5.03920369938279,"rotated"
1,24,24,-3.47742573839043,-6.39346543116984,2014-07-28 10:04:09,86.7429940888625,208.541906913157,7.27797293108349,"rotated"
2,1,1,2.80412451556642,-2.02061913621698,2014-07-28 10:02:14,74.7429940888625,125.776077717895,3.45630091173307,"raw"
2,2,2,6.02062028342202,2.35051613804832,2014-07-28 10:02:19,71.7429940888625,68.6737815808575,6.46318765876237,"raw"
2,3,3,4.94845502747015,3.58762989491586,2014-07-28 10:02:24,68.7429940888625,54.0578881286177,6.11214327562669,"raw"
2,4,4,3.62886702014478,4.74226940132557,2014-07-28 10:02:29,70.7429940888625,37.4238451043109,5.97141481766617,"raw"
2,5,5,5.60824903113284,2.7628873903375,2014-07-28 10:02:34,72.7429940888625,63.7729730988596,6.25188003138963,"raw"
2,6,6,5.36082627975933,4.49484664995206,2014-07-28 10:02:39,68.7429940888625,50.0214610422018,6.99586340692437,"raw"
2,7,7,3.13402151739776,2.84536164079534,2014-07-28 10:02:44,69.7429940888625,47.7638573709125,4.23298638533385,"raw"
2,8,8,4.04123827243396,4.65979515086773,2014-07-28 10:02:49,71.7429940888625,40.933681225194,6.16808703105229,"raw"
2,9,9,5.11340352838582,0.948453880265112,2014-07-28 10:02:54,65.7429940888625,79.4919778597676,5.20062115589076,"raw"
2,10,10,1.56701075869889,3.50515564445802,2014-07-28 10:02:59,71.7429940888625,24.0874523086324,3.83948418537621,"raw"
2,11,11,0.412371252289181,5.73196040681959,2014-07-28 10:03:04,74.7429940888625,4.11490909823726,5.74677476112141,"raw"
2,12,12,-1.31958800732537,6.63917716185579,2014-07-28 10:03:09,75.7429940888625,348.758521232374,6.76904615847642,"raw"
2,13,13,-2.88659876602425,5.56701190590392,2014-07-28 10:03:14,75.7429940888625,332.592424562182,6.27089100499194,"raw"
2,14,14,-4.12371252289179,4.08247539766288,2014-07-28 10:03:19,71.7429940888625,314.712083933443,5.80272438979978,"raw"
2,15,15,-1.89690776053022,5.07216640315691,2014-07-28 10:03:24,76.7429940888625,339.495020524037,5.41526832883408,"raw"
2,16,16,-0.247422751373506,6.06185740865094,2014-07-28 10:03:29,73.7429940888625,357.662694140876,6.06690475124783,"raw"
2,17,17,0.329897001831344,5.07216640315691,2014-07-28 10:03:34,80.7429940888625,3.72131326474977,5.08288343886922,"raw"
2,18,18,2.39175326327724,6.06185740865094,2014-07-28 10:03:39,81.7429940888625,21.5321011076563,6.51664015541856,"raw"
2,19,19,0.907216755036197,6.30928016002444,2014-07-28 10:03:44,82.7429940888625,8.18252299782142,6.37417119148023,"raw"
2,20,20,3.30780982885496e-16,5.40206340498825,2014-07-28 10:03:49,83.7429940888625,0,5.40206340498825,"raw"
2,21,21,-0.247422751373513,7.62886816734982,2014-07-28 10:03:54,83.7429940888625,358.14240962968,7.63287937365059,"raw"
2,22,22,-1.40206225778321,6.80412566277146,2014-07-28 10:03:59,81.7429940888625,348.356568501238,6.94707885441682,"raw"
2,23,23,-0.989691005494029,5.56701190590392,2014-07-28 10:04:04,83.7429940888625,349.919402012458,5.6543001199823,"raw"
2,24,24,-0.494845502747011,4.74226940132556,2014-07-28 10:04:09,86.7429940888625,354.042868885292,4.76801752789749,"raw"
2,1,1,-1.21149965084929,-3.23701785420453,2014-07-28 10:02:14,74.7429940888625,200.519071806757,3.45630091173307,"rotated"
2,2,2,4.11833259812684,-4.98117770447754,2014-07-28 10:02:19,71.7429940888625,140.41677566972,6.46318765876237,"rotated"
2,3,3,5.13761253123851,-3.31107730212534,2014-07-28 10:02:24,68.7429940888625,122.80088221748,6.11214327562669,"rotated"
2,4,4,5.67375567899843,-1.86179789979371,2014-07-28 10:02:29,70.7429940888625,108.166839193173,5.97141481766617,"rotated"
2,5,5,4.30224625835593,-4.53615267152141,2014-07-28 10:02:34,72.7429940888625,136.515967187722,6.25188003138963,"rotated"
2,6,6,6.13261149555362,-3.36647902903717,2014-07-28 10:02:39,68.7429940888625,118.764455131064,6.99586340692437,"rotated"
2,7,7,3.75447102445382,-1.95502456888869,2014-07-28 10:02:44,69.7429940888625,117.506851459775,4.23298638533385,"rotated"
2,8,8,5.69126375696286,-2.37798538080375,2014-07-28 10:02:49,71.7429940888625,112.676675314056,6.16808703105229,"rotated"
2,9,9,2.96545790069196,-4.27229678818339,2014-07-28 10:02:54,65.7429940888625,145.23497194863,5.20062115589076,"rotated"
2,10,10,3.81962202715246,-0.390033818335997,2014-07-28 10:02:59,71.7429940888625,95.8304463974949,3.83948418537621,"rotated"
2,11,11,5.63845350403679,1.11052340717215,2014-07-28 10:03:04,74.7429940888625,78.8579031870997,5.74677476112141,"rotated"
2,12,12,6.10971852110528,2.91398790121847,2014-07-28 10:03:09,75.7429940888625,64.5015153212361,6.76904615847642,"rotated"
2,13,13,4.68466452514495,4.16869191513804,2014-07-28 10:03:14,75.7429940888625,48.3354186510441,6.27089100499194,"rotated"
2,14,14,2.58509059127287,5.19508584903943,2014-07-28 10:03:19,71.7429940888625,26.4550780223054,5.80272438979978,"rotated"
2,15,15,4.5020016149662,3.0095037019607,2014-07-28 10:03:24,76.7429940888625,56.2380146128994,5.41526832883408,"rotated"
2,16,16,5.75021275452176,1.93452488700682,2014-07-28 10:03:29,73.7429940888625,71.4056882297386,6.06690475124783,"rotated"
2,17,17,5.05917838375828,0.490324519521435,2014-07-28 10:03:34,80.7429940888625,84.4643073536123,5.08288343886922,"rotated"
2,18,18,6.34250755896178,-1.49639459359028,2014-07-28 10:03:39,81.7429940888625,103.275095196519,6.51664015541856,"rotated"
2,19,19,6.37333960407846,-0.102959552162742,2014-07-28 10:03:44,82.7429940888625,90.9255170866839,6.37417119148023,"rotated"
2,20,20,5.36988341571594,0.588762374079887,2014-07-28 10:03:49,83.7429940888625,83.7429940888625,5.40206340498825,"rotated"
2,21,21,7.55645692872495,1.07740717327538,2014-07-28 10:03:54,83.7429940888625,81.8854037185422,7.63287937365059,"rotated"
2,22,22,6.53223771175944,2.36469344451941,2014-07-28 10:03:59,81.7429940888625,70.0995625901008,6.94707885441682,"rotated"
2,23,23,5.42598445911247,1.59053528609135,2014-07-28 10:04:04,83.7429940888625,73.6623961013202,5.6543001199823,"rotated"
2,24,24,4.70649477889122,0.763477597973476,2014-07-28 10:04:09,86.7429940888625,80.7858629741543,4.76801752789749,"rotated"
